"ID","Title","DOI","ResGrp","Institution","Journal","Year","AnalysisPgrm","CodeArchived","DAS","CorresAuthor","Preprints","Repository","Complete","Reuse","Access","Licence","Image","Genomics","Human","filepath","txt_filepath","is_open_data","open_data_category","is_open_code","open_data_statements","open_code_statements","Method"
1,"ArdA proteins from different mobile genetic elements can bind to the EcoKI Type I DNA methyltransferase of E. coli K12","10.1016/j.bbapap.2013.12.008","Blakely","Edinburgh Infectious Diseases Organisation","Biochimica et Biophysica Acta (BBA) - Proteins and Proteomics (ScienceDirect)",2014,1,NA,NA,0,0,"supp",2,3,2,4,0,0,NA,"pdf/1.pdf","txt/1.txt","FALSE",NA,"FALSE",NA,NA,"oddpub"
